红1,红2,红3,红4,红5,蓝1,蓝2
1,2,4,16,22,4,10
1,4,7,8,11,5,7
1,2,6,11,12,3,11
1,2,5,8,16,3,12
5,7,8,10,13,8,9
1,2,4,6,13,1,3
1,2,5,6,16,6,12
1,3,6,13,23,9,11
2,4,6,13,16,6,11
1,3,4,5,15,9,11
1,2,3,7,16,3,9
1,3,7,12,20,10,12
2,5,7,10,14,6,7
2,4,6,7,12,3,8
1,3,4,10,16,7,8
1,6,7,8,14,3,9
2,4,7,13,21,10,12
1,11,13,14,19,2,8
3,4,6,7,11,4,10
1,5,6,10,12,8,12
3,4,9,11,17,8,9
1,4,5,9,11,5,9
3,4,7,8,16,2,7
1,2,4,5,7,4,9
3,4,5,14,17,6,6
1,2,3,4,11,8,11
2,3,9,16,22,2,8
3,5,6,15,24,7,12
2,7,10,11,13,3,10
1,3,5,8,10,5,11
1,3,4,10,15,3,6
1,4,9,10,24,5,8
2,4,8,10,16,3,8
3,6,7,14,18,5,7
2,4,13,18,21,1,11
2,4,8,14,16,9,10
2,3,6,7,11,6,6
2,4,5,7,11,1,10
2,4,5,7,9,6,11
1,3,6,7,9,7,12
1,6,7,8,10,3,11
1,2,9,19,20,3,6
1,4,10,18,19,5,10
1,3,4,6,9,3,11
1,4,5,11,14,3,10
2,3,5,12,28,1,8
2,3,5,9,11,7,10
2,5,13,16,18,1,9
1,4,7,9,17,4,8
3,5,6,7,24,2,3
2,3,6,7,8,6,11
2,4,7,16,17,2,4
1,2,4,5,8,3,3
1,2,3,5,8,3,4
2,3,9,14,20,1,2
1,2,5,6,7,5,9
1,4,5,6,7,4,11
2,3,5,6,17,3,9
1,2,3,5,19,2,10
2,12,14,15,22,1,10
1,2,3,6,27,8,8
5,7,10,16,24,10,11
1,3,5,10,20,4,11
2,5,8,12,21,4,9
1,2,3,10,19,3,12
1,2,4,7,9,8,9
1,3,8,12,20,1,10
1,2,5,6,11,8,12
1,3,5,6,11,4,10
1,2,5,6,17,2,4
1,5,11,15,18,8,11
1,3,5,19,24,2,7
1,3,5,6,13,2,9
3,4,6,8,14,7,11
1,2,5,8,21,1,10
2,6,10,13,16,6,7
2,4,7,8,13,5,9
1,2,4,7,8,2,4
3,5,7,10,17,2,6
2,4,5,7,8,1,8
2,13,15,16,23,3,5
1,2,5,7,23,1,10
1,3,4,6,8,3,11
1,2,4,10,20,3,10
1,5,6,11,13,1,5
1,2,5,12,19,4,6
2,3,12,13,15,1,8
2,4,6,7,9,2,6
1,2,5,6,8,7,8
2,3,4,9,10,2,5
1,2,3,10,13,1,10
2,4,6,8,11,3,6
3,5,10,12,14,5,12
1,2,3,9,10,2,4
1,2,5,13,16,5,12
2,3,4,12,20,4,11
1,2,4,6,11,3,10
1,2,5,6,19,3,12
1,3,5,12,13,4,11
3,5,7,14,16,5,5
1,3,6,8,21,2,11
2,3,5,6,9,2,12
3,6,7,8,10,1,12
1,4,5,9,11,9,10
2,3,8,14,16,5,6
1,3,4,6,17,2,9
1,2,17,18,22,4,6
1,4,5,9,11,9,9
1,3,5,6,9,4,9
1,2,10,11,16,5,11
1,2,5,7,18,2,8
1,4,5,7,8,5,12
2,3,4,6,21,5,6
2,3,4,7,10,2,12
3,6,10,12,1,6,12
1,2,3,6,12,1,12
2,5,7,8,14,3,8
1,3,9,12,20,1,12
2,6,11,13,14,4,9
1,8,10,13,15,8,10
2,3,4,9,30,2,7
1,2,3,7,8,5,7
1,2,3,6,31,2,6
3,5,7,11,15,5,10
1,4,6,10,15,2,4
3,6,8,10,14,9,9
1,3,4,10,17,2,11
1,2,7,10,14,5,10
1,4,8,9,19,3,7
4,5,9,10,12,3,10
1,2,3,7,23,10,10
1,2,4,5,10,1,12
1,2,3,8,11,11,12
1,6,8,9,19,6,11
1,2,4,15,16,1,9
2,3,5,6,11,5,12
3,6,8,11,23,3,9
5,6,9,10,13,5,9
1,3,5,6,10,1,6
2,9,11,12,16,3,12
2,5,10,15,19,3,9
1,4,5,6,33,3,10
2,4,5,6,18,4,11
1,2,4,6,13,1,6
1,2,6,9,32,4,9
1,3,7,10,18,4,7
1,3,6,8,10,11,12
3,5,7,8,19,3,12
2,5,9,12,33,5,6
1,3,6,7,9,1,4
1,2,3,7,15,5,8
1,2,4,5,22,4,12
1,2,7,18,31,1,7
1,2,3,8,12,3,11
1,3,5,6,7,2,4
3,4,9,11,16,3,6
2,3,5,10,14,5,12
1,5,9,11,14,2,6
1,3,4,7,11,1,2
2,3,6,12,13,2,7
2,4,7,10,14,3,6
1,2,5,6,7,1,6
1,3,4,5,10,4,5
1,3,7,12,22,1,10
1,3,5,11,17,8,9
1,4,7,8,14,1,11
1,2,3,6,9,3,12
2,3,6,9,11,1,9
1,3,6,10,19,1,9
1,4,7,14,18,7,11
2,3,8,14,15,5,6
1,2,3,6,32,8,12
1,3,4,7,16,5,7
1,5,8,9,14,2,11
1,3,7,11,23,3,9
1,3,7,12,18,4,12
1,2,4,6,7,9,10
3,6,9,17,21,1,9
1,2,6,7,8,2,10
3,5,8,9,13,5,12
1,2,3,12,13,8,11
1,2,3,11,18,1,11
1,5,6,13,15,4,9
3,4,5,11,12,4,8
2,4,5,6,7,7,7
1,3,5,10,16,6,12
1,3,4,5,8,3,9
1,2,6,7,18,4,11
1,2,5,6,10,7,11
1,3,4,8,16,10,12
1,2,6,8,23,3,7
2,3,4,6,11,5,12
2,6,11,16,17,4,11
1,2,8,9,10,2,8
1,3,5,6,8,2,11
1,2,6,10,18,4,9
1,4,5,16,27,3,8
1,3,4,12,17,1,10
2,3,8,10,13,1,12
2,4,5,7,9,2,7
2,3,4,5,8,7,7
4,5,6,7,13,1,7
1,2,5,8,11,3,12
2,14,15,18,19,6,9
1,3,5,8,27,5,7
3,5,7,8,9,1,7
4,6,7,9,12,2,4
1,12,14,15,18,2,8
1,2,6,7,8,5,11
1,3,5,7,11,7,10
1,4,7,8,13,2,6
2,4,10,13,19,4,9
1,2,3,5,12,3,8
1,2,3,5,16,4,7
1,3,5,7,8,1,9
2,3,5,6,22,4,8
1,2,7,11,16,2,11
1,2,4,12,16,4,7
1,3,4,5,7,4,10
2,3,5,8,13,4,12
4,5,8,10,12,7,8
3,4,11,13,14,6,10
1,2,6,11,15,4,10
1,2,3,12,18,5,5
1,2,5,14,19,1,7
2,7,8,9,11,6,11
1,6,7,9,12,2,12
1,2,3,6,16,1,12
1,3,4,5,6,3,5
2,3,5,7,20,4,12
2,4,5,6,15,4,4
2,5,7,13,20,2,7
1,7,8,12,9,6,6
1,3,4,8,24,1,10
2,3,5,6,18,2,3
2,3,7,9,14,8,8
1,6,12,14,30,6,9
1,2,3,7,8,6,6
1,8,14,19,24,6,10
1,3,5,11,14,3,9
2,6,7,9,19,4,6
2,5,6,7,24,5,9
1,3,4,6,13,3,10
2,8,10,11,14,1,11
3,7,10,11,12,7,9
1,2,5,9,24,5,6
2,3,4,13,17,1,8
1,2,6,8,14,1,7
1,2,6,8,9,6,9
2,3,6,7,31,4,6
4,6,7,11,14,7,12
2,3,5,6,14,4,7
3,5,9,10,17,3,5
1,2,3,7,31,1,6
1,2,3,6,9,8,10
3,7,8,14,18,7,9
2,5,6,9,10,3,11
1,5,8,13,14,6,10
1,3,6,10,11,1,8
2,3,4,6,9,5,8
1,2,6,10,17,5,7
1,3,5,9,15,3,10
7,9,11,12,19,2,10
1,2,7,9,18,2,10
1,4,5,15,17,5,10
1,2,4,5,6,9,12
1,2,3,8,10,2,3
2,4,5,14,26,4,8
1,4,7,12,17,6,11
1,3,5,9,13,2,12
1,5,7,13,15,6,10
2,4,7,17,19,2,6
1,2,4,7,15,5,6
2,6,8,9,16,7,9
1,2,4,6,8,3,5
1,2,6,16,20,8,9
3,5,6,7,16,6,7
3,4,5,10,14,7,10
1,4,9,11,16,1,12
1,2,7,11,12,9,9
1,3,5,6,14,4,6
1,2,3,8,11,3,10
1,2,4,5,9,2,12
3,4,6,7,8,2,10
1,4,5,8,14,9,11
1,2,3,4,6,7,7
2,4,6,9,10,1,9
2,4,5,7,11,3,6
1,2,7,14,19,2,8
2,4,8,12,18,1,9
3,4,5,8,12,3,12
2,7,12,13,21,3,4
1,5,15,19,23,7,8
2,3,6,7,9,4,7
1,3,4,10,15,5,5
1,3,10,11,12,3,10
1,2,4,6,9,2,12
2,3,4,5,6,8,11
1,2,3,19,25,5,8
1,2,4,8,10,4,10
2,3,7,9,24,2,12
1,3,8,9,12,1,7
1,3,5,6,9,3,4
1,2,5,14,21,2,5
2,7,10,12,20,6,9
2,6,7,8,10,10,11
5,6,8,13,17,7,8
1,2,5,7,16,6,9
1,3,6,12,15,7,11
1,4,5,6,9,8,10
2,3,4,9,20,4,8
1,3,5,10,14,5,12
1,3,5,7,19,9,12
5,6,7,9,11,4,10
1,3,8,13,14,3,7
2,5,6,11,17,2,9
1,3,4,6,16,6,10
2,3,8,14,17,7,12
1,2,3,6,22,4,11
1,2,7,8,17,11,11
1,5,6,15,19,5,7
1,5,8,10,14,8,10
3,4,10,17,18,6,9
5,6,7,8,9,5,12
1,4,5,21,28,2,7
3,4,5,8,15,4,12
2,3,7,10,29,6,7
1,3,4,6,9,1,6
2,4,7,10,33,4,10
2,5,9,11,18,10,12
1,6,7,16,19,3,10
4,6,9,14,16,6,9
2,8,10,11,16,4,9
1,3,4,6,9,4,11
3,6,7,9,26,1,10
1,2,4,16,27,4,9
2,3,4,6,10,5,12
1,2,3,4,23,2,9
1,2,4,7,21,7,11
3,5,6,13,18,7,8
2,4,5,6,7,5,7
2,6,11,16,9,6,10
2,3,4,6,16,3,10
2,3,7,13,23,8,10
1,2,5,6,18,4,6
5,7,8,10,12,4,4
3,4,5,7,11,8,11
1,3,4,7,9,5,6
1,3,5,6,7,5,8
2,3,4,5,8,5,8
1,3,8,12,14,3,6
1,2,5,9,15,5,9
2,7,8,9,13,2,3
2,3,4,6,9,1,12
1,3,5,6,10,5,9
1,3,5,9,11,7,12
2,3,6,9,10,8,10
1,3,4,6,8,1,10
4,5,6,7,20,1,9
1,2,14,15,18,4,6
1,2,6,9,16,5,12
1,3,4,6,15,1,11
1,2,6,10,19,3,12
2,5,9,10,12,8,9
2,3,6,9,10,1,11
1,3,5,9,15,5,12
1,3,5,6,17,2,12
2,4,6,15,17,1,10
1,2,3,8,17,6,7
3,6,7,10,18,3,8
2,7,11,13,18,1,8
3,6,7,8,10,3,10
1,3,5,7,10,2,5
2,3,11,12,15,5,7
2,4,9,10,11,2,4
3,4,6,14,7,6,10
2,6,8,12,19,2,7
1,4,5,6,8,2,3
1,3,4,7,10,8,8
3,8,10,14,16,4,5
2,3,4,7,12,9,10
1,2,3,4,20,1,9
3,8,10,12,13,5,8
5,6,12,13,14,8,9
1,2,9,13,22,1,7
3,6,9,19,21,6,7
1,2,4,5,6,2,8
1,6,7,9,15,1,5
1,4,5,6,9,3,6
1,2,5,7,12,1,7
3,7,9,16,19,3,9
1,3,5,7,9,11,12
3,5,7,8,18,1,12
2,3,7,11,16,1,10
6,9,10,14,21,4,8
2,3,4,12,16,1,9
4,7,9,10,14,1,8
1,2,3,4,15,3,9
1,2,3,7,31,1,10
1,3,4,5,6,1,2
2,5,6,8,15,1,9
2,5,6,7,10,5,9
3,6,7,10,15,2,11
1,2,7,9,12,2,8
1,3,6,9,13,8,10
1,2,8,10,12,6,7
3,4,13,17,22,2,8
1,3,4,6,13,6,10
1,4,5,8,18,2,8
1,4,6,7,26,8,9
1,3,4,7,16,2,7
1,2,3,16,26,1,6
3,6,9,16,21,1,8
3,5,10,11,12,6,9
1,3,5,6,13,2,11
4,5,6,7,10,1,2
4,7,8,10,20,5,8
2,5,7,12,15,1,11
1,2,5,7,9,3,6
2,4,7,12,17,2,3
1,3,5,6,7,4,12
1,7,11,13,25,2,6
2,3,10,11,15,5,10
1,5,7,8,16,5,7
2,4,5,7,11,8,8
2,5,9,11,15,5,12
2,8,10,14,17,3,6
1,2,4,6,14,7,10
1,2,5,7,8,7,9
1,2,3,8,11,3,12
1,2,5,11,12,1,9
2,4,5,7,17,3,12
3,7,10,16,22,1,12
1,2,4,7,9,3,8
2,4,5,8,13,10,12
2,5,6,9,10,8,8
1,4,6,7,20,3,8
2,7,8,9,20,3,6
1,2,3,8,16,5,9
1,2,8,11,14,5,12
3,4,5,12,20,2,6
1,2,4,5,14,8,11
2,3,4,6,11,2,6
1,2,7,8,10,4,5
1,2,4,12,16,10,11
1,3,6,19,21,5,10
1,3,9,11,15,8,8
1,5,9,10,13,5,11
2,5,6,7,10,1,8
1,2,3,8,18,6,12
1,3,5,6,34,3,9
2,5,7,14,18,6,9
1,6,10,11,12,2,6
1,2,5,6,7,2,3
1,3,5,6,34,8,12
1,2,3,6,11,1,11
2,3,5,11,23,1,8
1,2,7,10,11,1,3
2,3,8,10,14,3,10
2,6,7,11,1,6,11
1,3,4,5,22,6,6
2,3,4,6,13,5,12
1,2,3,9,12,2,5
4,6,12,15,26,5,11
1,2,4,7,12,8,10
1,3,4,5,9,6,10
2,3,6,7,10,2,7
5,6,8,10,15,6,12
2,5,6,7,13,1,4
3,5,6,7,15,10,8
3,5,9,11,17,3,10
3,5,6,7,16,2,9
1,2,5,8,11,5,10
1,2,4,6,30,2,10
3,4,5,7,11,6,11
2,3,4,6,19,2,8
3,5,6,11,18,7,8
2,4,8,9,13,1,12
1,4,7,9,11,3,12
3,4,5,6,11,1,6
2,3,10,12,17,2,7
1,2,3,11,18,2,11
1,2,3,5,12,2,6
1,3,8,12,24,2,8
3,4,6,8,9,2,12
3,5,7,8,19,9,11
1,3,8,10,16,1,5
2,6,7,18,19,2,5
1,4,5,12,27,11,12
1,2,4,12,23,3,9
1,3,6,9,12,4,6
2,3,5,6,10,10,11
1,3,4,6,10,2,9
5,9,10,15,19,2,10
3,4,5,11,21,8,10
1,3,5,6,7,1,11
1,2,5,11,12,6,12
3,5,7,9,23,1,5
2,3,4,7,15,6,9
3,4,5,10,16,1,10
2,4,5,7,11,1,9
1,3,5,9,13,5,10
1,3,5,13,15,5,6
1,2,3,9,13,6,10
2,4,5,6,14,6,11
1,3,9,14,24,2,7
1,2,5,10,11,11,11
6,7,9,10,18,4,9
3,4,5,7,16,8,10
3,4,7,12,14,3,8
1,2,4,7,15,3,8
3,5,6,9,17,1,8
2,5,7,8,13,8,8
1,2,6,7,9,6,6
2,4,6,7,13,4,7
3,4,7,8,15,5,9
2,3,5,11,12,3,9
1,2,3,5,16,4,8
4,8,9,11,24,8,10
1,3,9,10,19,5,9
1,3,6,9,10,8,12
3,5,6,15,23,5,12
2,3,6,9,11,2,5
2,4,5,8,13,4,8
1,6,7,11,27,6,9
1,7,8,9,16,5,9
2,5,6,8,9,3,8
1,3,8,11,18,2,4
1,7,10,15,16,3,9
1,3,7,13,14,3,10
1,4,8,11,20,5,9
1,2,3,11,13,10,11
1,2,5,7,10,4,4
4,5,8,9,11,2,5
1,4,7,8,19,1,9
1,2,4,6,13,3,10
3,6,7,20,22,7,11
2,4,7,10,14,1,12
2,4,8,9,24,7,8
1,3,4,5,23,10,10
3,6,10,12,13,2,7
1,2,8,14,24,2,10
1,3,5,9,10,2,8
1,4,5,10,14,1,9
1,6,10,11,14,6,10
2,3,8,16,30,1,11
1,3,4,5,10,6,11
1,3,10,21,30,1,7
1,4,10,11,14,4,6
1,2,6,7,8,4,6
1,3,8,9,10,7,11
1,2,3,10,16,1,8
1,2,4,5,14,6,10
1,3,5,6,12,1,9
1,2,3,6,12,5,9
1,3,4,9,11,7,12
2,5,9,12,14,7,8
2,6,15,16,21,8,12
1,2,3,15,17,1,9
1,4,5,7,10,5,12
1,3,4,5,15,8,9
6,7,10,12,14,5,7
1,3,5,13,22,1,12
1,2,7,8,15,6,6
1,3,4,6,23,1,12
1,6,7,11,16,1,12
1,2,4,6,8,3,11
2,4,6,13,24,1,9
1,2,4,5,24,6,6
1,2,3,6,13,7,8
2,3,5,12,18,8,10
2,3,6,11,12,5,10
1,4,8,9,10,2,7
2,4,5,7,9,6,7
1,3,5,11,13,2,4
2,3,4,5,6,6,10
1,5,6,7,10,4,11
1,2,6,7,15,3,5
1,4,5,8,13,1,8
1,3,6,7,8,1,11
2,3,4,9,18,6,6
2,3,10,12,17,1,12
1,2,4,5,7,7,12
2,3,5,6,17,6,10
3,5,7,9,19,5,6
1,2,7,9,20,4,6
1,7,10,17,19,4,7
1,3,7,8,16,3,9
1,2,5,7,21,1,10
1,3,7,18,20,8,11
1,5,6,8,11,2,10
1,4,5,7,11,3,9
1,4,7,13,14,6,7
1,5,8,11,13,3,11
1,5,6,7,8,5,10
1,5,6,7,16,2,11
1,4,6,7,11,6,10
1,2,3,4,22,3,6
1,3,5,7,8,1,10
3,7,10,14,20,5,8
3,5,7,11,12,7,10
3,4,6,8,12,1,12
1,3,5,7,9,6,11
2,3,5,6,8,1,2
1,2,4,7,9,1,6
1,2,4,12,26,6,7
1,2,7,13,28,6,6
1,2,7,8,18,2,7
1,2,6,7,22,2,9
4,6,8,13,24,2,3
1,2,5,10,11,3,10
1,2,4,13,15,1,11
1,3,6,18,4,4,12
3,5,6,8,20,8,11
1,2,5,6,10,2,3
2,5,6,11,12,4,9
1,2,8,16,21,5,12
1,2,4,8,15,1,7
1,2,4,6,11,2,5
2,4,9,13,15,8,11
2,3,5,8,12,6,8
2,3,7,9,11,2,5
3,6,9,13,19,3,9
2,3,5,9,12,1,6
1,2,3,6,20,5,9
1,3,4,5,19,1,6
1,4,5,8,11,10,11
2,4,5,8,11,3,10
1,3,6,7,9,4,9
1,4,6,7,11,1,11
1,2,9,10,28,2,9
2,3,4,7,10,8,10
1,5,6,14,16,9,12
1,2,7,18,24,7,12
1,5,6,8,11,1,9
2,5,6,11,19,2,4
2,7,9,15,18,6,9
1,5,12,15,21,6,12
1,2,4,5,6,4,11
4,7,9,10,14,3,5
3,4,5,9,12,2,10
1,2,4,7,14,4,5
3,5,9,12,16,1,11
4,6,7,8,10,3,12
1,2,3,5,14,1,10
1,3,7,8,14,3,8
1,3,4,10,11,8,12
1,4,6,11,29,3,11
1,2,3,5,22,4,11
1,4,6,8,17,6,11
1,6,8,11,14,3,10
1,3,4,5,7,4,6
1,3,4,10,15,4,5
1,4,6,8,16,1,9
2,6,7,9,14,8,11
2,7,9,18,25,5,6
1,2,5,7,11,5,6
1,3,6,11,15,4,7
2,3,7,8,13,4,10
4,6,8,12,15,3,10
2,3,4,5,7,3,4
2,3,6,8,11,4,9
1,6,7,8,15,3,9
1,3,6,14,15,1,12
6,7,8,12,30,5,8
3,5,10,12,13,5,6
2,4,7,11,15,3,7
1,2,5,6,14,5,6
1,2,5,6,9,6,8
1,3,4,6,15,6,12
1,3,6,9,13,1,12
2,3,8,10,18,1,12
1,2,5,6,8,2,8
1,3,5,6,9,6,6
1,2,3,5,17,1,12
2,3,8,9,14,7,10
2,3,8,9,15,1,10
1,2,5,7,12,7,11
1,8,11,20,22,2,9
3,4,7,9,21,1,11
1,2,3,16,17,1,10
1,2,3,7,8,3,9
4,5,9,10,15,3,6
2,3,4,8,21,6,10
1,4,5,10,13,8,10
2,6,12,13,22,4,12
2,4,7,9,12,6,7
1,2,3,4,7,6,10
1,2,3,8,14,6,10
1,3,5,19,21,7,11
1,2,6,7,13,2,8
4,5,6,7,8,4,8
2,4,9,10,11,1,9
1,2,4,5,11,5,12
1,3,4,5,10,6,7
1,2,4,24,31,1,11
1,4,9,12,14,2,12
1,4,5,6,10,7,9
1,2,5,7,9,4,5
1,3,4,10,11,2,5
2,5,6,7,8,6,7
1,2,3,4,13,6,12
1,4,6,13,15,3,7
2,4,6,10,11,3,12
1,3,6,12,16,9,10
1,2,4,17,18,4,9
1,2,4,7,12,4,6
1,2,4,11,14,3,8
1,3,4,5,14,1,6
1,2,6,7,13,7,12
2,3,4,9,11,5,7
1,2,6,8,13,8,11
5,6,9,20,2,1,11
1,2,6,13,21,6,10
1,3,6,7,15,4,8
1,3,4,7,12,6,10
1,2,3,6,19,1,11
3,5,7,8,12,3,5
1,2,5,10,15,5,12
1,2,4,7,10,4,9
3,4,5,6,7,7,10
1,2,6,7,8,11,12
3,4,6,8,12,5,6
3,4,7,9,19,5,10
1,2,4,5,35,5,6
2,3,4,10,16,3,12
2,3,6,7,9,4,12
2,3,5,9,11,6,9
2,3,14,15,16,1,8
3,6,8,9,13,4,11
2,7,8,10,15,4,9
1,6,8,9,13,5,8
1,3,5,7,12,6,11
1,5,6,7,8,1,7
4,6,10,14,32,1,9
1,3,7,12,23,3,7
1,2,6,10,34,2,10
1,2,3,8,19,1,8
2,3,5,7,10,4,6
1,2,4,8,17,2,3
3,4,5,6,11,1,12
1,2,5,7,11,6,9
3,4,5,8,10,3,4
1,3,4,5,8,2,7
3,6,7,11,18,2,8
2,4,5,6,12,6,11
2,3,4,14,15,6,7
2,4,6,17,21,3,8
2,3,4,13,23,5,12
1,2,3,4,18,8,11
1,4,10,14,15,2,6
2,5,9,13,16,10,11
3,5,7,10,12,2,11
2,3,4,13,18,1,11
3,5,7,8,17,6,10
2,6,7,10,21,4,12
1,2,5,11,16,2,7
1,3,5,11,15,6,10
2,3,5,6,8,2,6
1,2,5,12,19,9,10
1,3,6,7,14,2,6
1,2,6,14,17,2,9
2,8,9,10,17,7,11
2,3,4,5,15,2,8
3,4,7,11,13,4,9
1,2,4,7,18,2,10
1,2,3,4,15,2,6
4,9,18,19,20,8,10
3,4,5,6,16,3,4
1,2,9,11,16,1,12
2,4,5,6,21,2,11
3,4,6,7,16,3,11
4,5,6,7,11,4,11
4,6,15,16,18,6,7
5,6,10,15,29,3,11
2,6,8,11,13,11,12
1,3,5,8,12,9,11
1,7,9,11,14,3,9
1,3,7,8,12,3,12
2,3,4,8,10,2,11
1,4,8,11,23,3,8
1,4,10,12,14,1,6
1,2,3,10,18,5,7
1,2,4,10,16,1,11
1,3,5,15,17,6,11
1,5,9,13,15,1,6
2,5,7,8,11,2,6
3,4,5,6,18,8,9
1,2,4,8,9,2,6
2,3,5,13,15,1,11
1,2,6,17,23,6,7
1,7,8,10,11,4,11
1,2,9,10,19,3,12
2,6,8,14,16,6,7
5,7,9,18,19,10,10
2,3,4,8,14,6,9
1,4,5,8,9,2,12
1,2,3,4,9,1,9
1,2,3,5,10,3,8
1,3,4,5,10,7,8
4,7,8,9,10,5,11
1,2,3,12,16,4,11
1,3,6,7,8,7,8
1,3,14,17,23,4,11
3,4,9,13,19,4,6
1,5,9,12,15,2,11
1,2,3,4,10,3,7
1,3,10,14,18,3,6
4,5,7,8,30,5,8
1,2,3,8,9,6,10
3,6,8,13,35,1,4
1,3,7,8,11,8,11
2,5,13,15,19,1,10
1,2,3,9,11,8,9
2,3,5,12,29,5,8
1,3,12,13,15,6,11
3,4,6,10,19,1,9
2,3,5,11,13,1,10
2,3,9,13,14,3,10
1,3,10,14,17,1,11
2,3,4,14,18,2,7
1,2,3,4,15,8,12
2,3,4,5,11,5,12
1,2,8,14,20,5,12
3,5,8,17,29,5,12
1,2,5,12,16,1,7
2,3,4,8,15,6,6
2,4,9,12,20,3,9
1,3,4,8,20,1,11
1,2,7,19,20,4,6
1,2,3,6,9,2,3
1,2,6,10,21,5,6
1,2,3,9,12,3,6
2,3,4,6,9,1,4
2,3,5,8,14,2,8
3,4,6,7,17,3,11
2,3,4,6,9,10,11
2,3,6,9,10,6,8
2,4,5,6,10,1,12
1,4,7,13,23,2,8
2,3,4,16,23,3,10
1,2,3,6,11,8,9
3,6,9,14,15,1,7
1,3,4,8,9,3,11
1,3,4,5,29,10,11
1,5,8,9,11,5,12
2,5,6,7,13,4,12
1,5,9,20,21,3,11
5,6,9,16,20,1,9
1,2,8,13,15,6,7
1,5,9,13,16,2,6
1,2,5,7,12,3,5
1,2,6,12,15,1,12
1,3,5,6,18,3,5
4,5,7,11,17,1,9
1,2,4,6,33,3,4
1,2,4,13,16,1,9
1,2,9,14,16,4,6
1,2,5,6,7,5,11
3,4,5,6,9,4,7
1,2,7,9,14,2,5
1,3,4,7,8,6,10
1,3,6,7,11,1,12
2,7,10,11,13,2,10
4,6,8,10,14,6,12
1,2,3,9,13,7,9
1,2,6,12,26,2,12
2,4,5,15,30,1,9
2,4,7,10,15,4,11
2,5,6,7,9,5,8
2,5,9,10,16,1,12
2,3,4,6,7,7,7
2,4,5,6,9,1,10
2,3,8,9,22,2,11
1,3,4,5,10,4,12
3,5,7,10,16,5,7
1,2,4,6,14,5,6
2,4,5,7,9,4,11
2,5,7,12,14,2,10
1,3,10,11,15,2,10
1,7,15,19,27,4,10
4,7,9,14,26,5,12
2,3,4,5,14,1,10
1,2,7,8,35,6,9
1,2,8,13,20,3,8
1,5,7,12,13,6,12
1,6,9,14,21,6,7
1,2,3,5,12,5,7
1,3,8,9,10,2,11
4,7,9,12,14,3,6
1,2,3,5,10,1,12
1,3,4,13,16,2,10
1,4,5,6,11,6,8
1,4,13,14,16,1,9
1,2,4,6,10,2,11
2,4,5,7,23,1,8
1,3,7,11,14,5,12
2,4,7,12,19,1,12
1,4,7,8,16,4,4
1,3,6,9,13,7,9
1,2,7,10,28,1,7
2,3,4,5,11,8,9
1,2,3,13,19,7,10
1,4,8,10,11,6,6
1,4,5,12,29,5,12
3,7,8,11,15,2,12
2,4,5,6,13,4,12
2,5,8,10,19,5,12
2,5,9,14,15,1,10
4,5,6,12,16,8,9
1,3,7,8,14,4,11
1,3,4,6,18,2,12
3,5,6,7,8,4,4
2,4,6,7,9,3,10
4,5,8,10,11,7,8
2,4,12,15,19,1,12
1,2,3,13,15,3,8
2,7,12,14,21,4,12
3,5,6,12,17,3,12
3,4,5,7,13,9,10
1,2,7,10,12,4,7
4,5,6,10,14,6,8
1,3,4,8,20,1,10
1,3,4,12,22,4,6
1,2,5,12,22,2,12
4,5,8,9,11,7,9
2,5,7,8,9,3,6
1,2,4,8,11,1,6
1,2,4,9,11,10,10
2,3,7,10,11,6,8
1,2,3,21,14,8,10
1,2,3,7,13,2,9
1,2,5,8,12,4,7
1,2,7,8,14,8,11
1,3,4,7,15,8,9
1,3,6,9,10,2,8
2,5,6,7,1,1,9
3,7,8,11,15,4,9
5,7,10,11,13,3,8
5,10,14,15,22,8,9
1,2,5,6,19,3,10
2,3,4,12,14,4,11
2,4,7,8,9,5,12
2,3,4,5,13,3,9
1,2,5,7,15,4,11
2,3,5,7,9,6,8
2,5,9,10,11,1,4
1,2,4,5,17,2,11
4,9,10,11,22,1,6
2,3,4,5,19,6,6
3,4,5,6,7,8,9
2,3,6,7,9,8,9
1,2,4,14,16,5,10
1,4,5,6,11,6,10
1,4,5,6,16,2,12
3,4,7,10,12,7,11
1,3,6,7,8,5,11
1,4,6,8,9,2,4
4,5,7,11,12,8,10
2,5,8,11,17,6,9
1,2,5,9,15,1,10
2,3,7,13,15,1,8
1,2,5,10,19,1,5
1,2,5,6,22,2,3
2,4,6,7,22,9,12
1,3,4,9,11,2,5
3,5,6,9,17,6,7
2,3,5,8,14,7,9
1,7,8,10,26,1,7
2,4,5,11,15,7,11
1,2,3,4,6,2,12
1,3,5,9,19,5,9
2,7,12,18,19,3,10
2,3,4,5,10,2,12
1,2,4,5,8,1,9
2,7,8,19,21,6,9
2,3,4,5,7,1,5
1,4,6,7,15,5,10
1,2,5,7,9,9,9
2,4,5,7,16,1,4
1,4,7,9,12,4,11
2,3,4,5,7,3,7
1,4,7,11,14,1,8
3,4,6,11,22,7,12
1,5,7,9,11,2,3
1,5,8,10,11,3,4
2,5,6,12,17,2,9
1,5,8,18,21,6,9
1,2,4,5,10,10,11
1,2,4,6,24,3,12
2,3,6,8,9,4,8
1,2,4,8,31,1,8
2,3,5,8,11,5,7
1,4,6,7,10,3,12
1,2,3,5,6,8,9
3,5,7,9,10,6,10
1,2,5,6,8,2,9
6,14,19,24,27,5,12
